Entity	Sentence	Uri	WikiTitle
Calhoun EntityMentionSEP Carroll EntityMentionSEP Crawford EntityMentionSEP Emmet EntityMentionSEP Greene EntityMentionSEP Palo Alto EntityMentionSEP Pocahontas EntityMentionSEP	From 1886 until 1933   the district was made up of Boone   Calhoun   Carroll   Crawford   Emmet   Greene   Hamilton   Humboldt   Kossuth   Palo Alto   Pocahontas   Winnebago   and Webster counties .	NA NA NA NA NA NA	 County, Iowa WikiLabelSEP d County, Iowa WikiLabelSEP ounty, Iowa WikiLabelSEP County, Iowa WikiLabelSEP to County, Iowa WikiLabelSEP tas County, Iowa WikiLabelSEP
Iowa General Assembly EntityMentionSEP	After 1886   the boundaries of the district never changed ; the Iowa General Assembly refused to reapportion its districts until the loss of two seats following the 1930 census left the State with no other choice .	NA	neral Assembly WikiLabelSEP
	The district was predominantly rural   especially in its 1886 reconfiguration .		
Fort Dodge EntityMentionSEP	During that period   it included only one of Iowa 's twenty largest cities -- Fort Dodge -- and included counties that had been relatively slow to settle .	NA	dge, Iowa WikiLabelSEP
	However   by 1895 the large area of the 10th District   coupled with increased migration to its small towns   caused it to have the largest population of any of Iowa 's congressional districts .		
11th EntityMentionSEP	By 1890   the continued disproportionate increase in the population of the 10th and 11th Districts caused some to predict that the General Assembly would need to reduce the area of each district   but no such change occurred .	NA	11th congressional district WikiLabelSEP
	By 1921   the 10th District had over 100 000 more residents than the 1st District   and nearly 60 000 more than the population of an ideally-sized Iowa congressional district .		
Republican Party EntityMentionSEP	Every congressman elected from this district was a member of the Republican Party .	NA	can Party (United States) WikiLabelSEP
	As a general matter   the most influential event during each election year was not the November general election   but the Republican Party 's district nominating convention ( or later   the Republican primary ) .		
Jonathan P. Dolliver EntityMentionSEP	Two 10th district congressmen ( Jonathan P. Dolliver and ) became well-known members of the U.S. Senate and sought national office .	NA	n P. Dolliver WikiLabelSEP
	Under the nine-district plan adopted by the Iowa General Assembly in 1931   the boundaries of the old 10th district were preserved as the new 8th district .		
Fred C. Gilchrist EntityMentionSEP	The last congressman elected by the old 10th district   Fred C. Gilchrist   was elected in the new 8th district in 1932 .	Q1524180	 Gilchrist WikiLabelSEP
	Ten years later   when the 1940 census caused Iowa to lose another seat   the new 6th district included all of the old 10th district 's counties   plus Wright County .		
Merwin Coad EntityMentionSEP	It was only after that district elected a Democrat ( Merwin Coad	Q21507432	Coad WikiLabelSEP
Superman EntityMentionSEP comic book EntityMentionSEP story arc EntityMentionSEP DC Comics EntityMentionSEP	""" World Without Superman "" is a Superman comic book story arc published by DC Comics ."	Q9937 Q561379 Q1050629 NA	n WikiLabelSEP ook WikiLabelSEP rc WikiLabelSEP cs WikiLabelSEP
Action Comics EntityMentionSEP Greg Rucka EntityMentionSEP Superman EntityMentionSEP	It takes place in Action Comics written by Greg Rucka with art by and Superman written by with art by .	Q1004 NA NA	Comics WikiLabelSEP cka WikiLabelSEP n (comic book) WikiLabelSEP
	The story deals with Metropolis dealing with a world without Superman   who has gone to live on New Krypton to keep General Zod in check .		
	As a result   the two Superman series   Action Comics and Superman star Nightwing & Flamebird and Mon-El respectively .		
Phantom Zone EntityMentionSEP Metropolis EntityMentionSEP	When Superman leaves Earth for New Krypton   he appoints   newly freed from the Phantom Zone   to take his place as guardian of Metropolis .	Q219877 NA	 Zone WikiLabelSEP lis (comics) WikiLabelSEP
	Mon-El assumes the secret identity of Johnathan Kent as a tribute to Clark 's adoptive father   posing as Clark 's cousin .		
	The series directly leads into the Codename Patriot crossover .		
Chris Kent ( comics ) EntityMentionSEP Thara Ak-Var EntityMentionSEP Nightwing EntityMentionSEP Flamebird EntityMentionSEP	Kryptonians Chris Kent ( comics ) and Thara Ak-Var become the superheroes Nightwing and Flamebird on Earth and are being hunted by .	NA NA Q225579 NA	ent (comics) WikiLabelSEP k-Var WikiLabelSEP ng WikiLabelSEP rd WikiLabelSEP
	The mission of the two superheroes is to hunt down Zod 's sleeper agents on Earth and return them to the Phantom Zone .		
	They start by hunting down sleeper agent Tor-Ann   who was secretly posing as a human in Australia .		
	Next   they are confronted by Ursa   who sadistically slashes Flamebird with a Kryptonite knife   but is taken down by Nightwing before Ursa can kill Thara .		
	Chris and Thara survive the encounter   and then go see Chris 's adoptive mother   Lois .		
	Lois sees to it that Thara is cured from the Kryptonite attack with the help of .		
	The next mission of the Kryptonian duo deals with taking down Nadira Var-Em and Az-Rel   who are described as Krypton 's equivalent of Bonnie and Clyde .		
Sam Lane EntityMentionSEP	This ends with Nightwing and Flamebird losing the track of the two criminals   who are held captive by Sam Lane	NA	e (comics) WikiLabelSEP
political party EntityMentionSEP Jean-Marie Le Pen EntityMentionSEP National Front EntityMentionSEP	Parti des forces nouvelles ( PFN ) or Party of New Forces was a political party formed in November 1974 from the Comité faire front   a group of anti- Jean-Marie Le Pen dissidents who had split from the National Front ( FN ) .	NA NA NA	al party WikiLabelSEP rie Le Pen WikiLabelSEP l Front (France) WikiLabelSEP
Occident EntityMentionSEP Groupe Union Défense EntityMentionSEP Roland Gaucher EntityMentionSEP	The group included amongst its early members most of the membership of   which had dissolved not long before the formation of the PFN   Alain Robert ( the founder of Occident and the Groupe Union Défense or GUD )   the academic Pascal Gauchon   the journalists and Roland Gaucher and the draughtsman Jack Marchal .	NA NA Q29172072	t (movement) WikiLabelSEP Union Défense WikiLabelSEP Gaucher WikiLabelSEP
	A youth movement   Front de la jeunesse   was formed   although the party was also closely linked to GUD .		
Organisation de l'armée secrète EntityMentionSEP Valéry Giscard d'Estaing EntityMentionSEP	Positioned on the far right   the PFN also sought links with the more mainstream right and joined former members of the Organisation de l'armée secrète in campaigning for Valéry Giscard d'Estaing in 1974 .	NA NA	ation de l'armée secrète WikiLabelSEP Giscard d'Estaing WikiLabelSEP
Paris EntityMentionSEP Leonid Brezhnev EntityMentionSEP Polisario Front EntityMentionSEP Italian Social Movement EntityMentionSEP Fuerza Nueva EntityMentionSEP Belgian EntityMentionSEP	The group also launched its own well-produced journal   Initiative nationale   organised protests against the 1977 visit to Paris by Leonid Brezhnev ( on the pretext of his support for the Polisario Front   which had taken French hostages ) and in 1979 launched the Eurodroite alliance with the Italian Social Movement   Fuerza Nueva and the Belgian PFN .	NA NA NA NA NA	 WikiLabelSEP Brezhnev WikiLabelSEP io Front WikiLabelSEP  Social Movement WikiLabelSEP ce (Spain) WikiLabelSEP
1979 European elections EntityMentionSEP Jean-Louis Tixier-Vignancour EntityMentionSEP	The party ran for the 1979 European elections under the name Union française pour l'Eurodroite ( led by Jean-Louis Tixier-Vignancour )   winning 1.3 % of the vote .	NA NA	n Parliament election, 1979 WikiLabelSEP uis Tixier-Vignancour WikiLabelSEP
Rally for the Republic EntityMentionSEP Union for French Democracy EntityMentionSEP	They would go on to have members elected to town councils in 1983 as part of the Rally for the Republic ( RPR ) - Union for French Democracy ( UDF ) list .	NA NA	or the Republic WikiLabelSEP or French Democracy WikiLabelSEP
National Front EntityMentionSEP	Following the 1979 European elections   Roland Gaucher   who had been in charge of Initiative nationale   left the PFN along with François Brigneau to join again the National Front ( FN ) .	NA	l Front (France) WikiLabelSEP
	The party also endured failure   notably in 1981 when they were unable to secure the 500 signatures necessary to get Pascal Gauchon as a candidate for the presidency .		
Hervé Novelli EntityMentionSEP National Centre of Independents and Peasants EntityMentionSEP	Following this set-back leadership fell into the hands of young members Roland Hélie   Didier Lecerf   Jack Marchal and Olivier Cazal   with former leaders such as Hervé Novelli and Alain Robert leaving to join the National Centre of Independents and Peasants .	NA NA	ovelli WikiLabelSEP l Centre of Independents and Peasants WikiLabelSEP
anti-communism EntityMentionSEP French Communist Party EntityMentionSEP	The party then became involved in anti-communism activities   occupying French Communist Party ministries and joining RPR supporters in breaking up a rally by communist ex-servicemen in a move that provoked scandal for the RPR .	NA NA	mmunism WikiLabelSEP Communist Party WikiLabelSEP
Nouvelle Droite EntityMentionSEP Alain de Benoist EntityMentionSEP GRECE EntityMentionSEP	The party itself split in 1986 with a European group known as splitting from a tendency rechristened Natrope ( Nationalistes européens )   which was close to the Nouvelle Droite ideas of Alain de Benoist and GRECE	NA NA NA	e Droite WikiLabelSEP e Benoist WikiLabelSEP ent de recherche et d'études pour la civilisation européenne WikiLabelSEP
magic EntityMentionSEP copper EntityMentionSEP coin EntityMentionSEP silver EntityMentionSEP	Scotch and Soda is a magic effect involving a copper coin and a silver coin which appear to transpose in the spectator 's hands .	NA NA	illusion) WikiLabelSEP  WikiLabelSEP
gimmick EntityMentionSEP self-working EntityMentionSEP	The effect relies on simple gimmick and the tricks performed with it are self-working and require almost no skill .	NA NA	 WikiLabelSEP rking magic WikiLabelSEP
cocktail EntityMentionSEP soda EntityMentionSEP	"The trick is named after the cocktail Scotch and soda ; the copper coin represents the "" "" and the silver coin represents the "" soda "" ."	Q9927 NA	l WikiLabelSEP ted water WikiLabelSEP
copper EntityMentionSEP silver EntityMentionSEP	The effect is usually performed as follows : The magician displays two coins of almost equal size   one copper and one silver .	NA	 WikiLabelSEP
U.S. EntityMentionSEP English EntityMentionSEP Mexican EntityMentionSEP centavo EntityMentionSEP	The silver coin is most often a U.S. and the copper coin is usually either an English or a Mexican centavo .	NA NA	States WikiLabelSEP  WikiLabelSEP
	The magician stacks the coins and places them into the spectator 's hand .		
	He then asks her to place her hands behind her back and put one coin in each hand   remarking that the silver coin is slightly larger than the copper coin   making them easy to tell apart .		
	The magician asks to see the silver coin which the spectator produces .		
	When the spectator opens her other hand   the copper coin has become a .		
	The copper coin can then be made to appear wherever the magician desires   such as in the spectator 's pocket or under an object across the room .		
	Scotch and Soda is a popular trick that can be purchased at many magic stores .		
	A number of books exclusively on the subject describe different effects that can be achieved with the Scotch and Soda gimmick .		
	Gin and tonic is a version of the trick using a and a .		
	The modern version that uses a 20 Centavo and a Kennedy half is often attributed to Richard Himber .		
Martinka EntityMentionSEP	In the early 1900s   America 's oldest magic company   Martinka	Q9659	a WikiLabelSEP
provincial EntityMentionSEP electoral district EntityMentionSEP Legislative Assembly EntityMentionSEP Saskatchewan EntityMentionSEP Canada EntityMentionSEP	Melville-Saltcoats is a provincial electoral district for the Legislative Assembly of Saskatchewan   Canada .	NA NA NA NA NA	es and territories of Canada WikiLabelSEP al district WikiLabelSEP tive Assembly of Saskatchewan WikiLabelSEP hewan WikiLabelSEP  WikiLabelSEP
Saltcoats EntityMentionSEP Melville EntityMentionSEP	Located in southeastern Saskatchewan   this constituency was created through the Representation Act   1994 ( Saskatchewan ) by combining the district of Saltcoats with part of the constituency of Melville .	NA NA	ts (provincial electoral district) WikiLabelSEP e (provincial electoral district) WikiLabelSEP
Melville EntityMentionSEP	The largest centre in the riding is the city of Melville ( pop .	NA	e, Saskatchewan WikiLabelSEP
	4 531 ) .		
	Melville is the in Saskatchewan .		
Highways EntityMentionSEP 10 EntityMentionSEP 15 EntityMentionSEP 47 EntityMentionSEP Canadian National Railway EntityMentionSEP	It is also a major transportation hub   with provincial Highways 10   15   and 47 running through the city -- as well as the Canadian National Railway mainline .	NA NA NA NA NA	n Saskatchewan WikiLabelSEP hewan Highway 10 WikiLabelSEP hewan Highway 15 WikiLabelSEP hewan Highway 47 WikiLabelSEP n National Railway WikiLabelSEP
Langenburg EntityMentionSEP Esterhazy EntityMentionSEP Saltcoats EntityMentionSEP Churchbridge EntityMentionSEP Calder EntityMentionSEP Grayson EntityMentionSEP Spy Hill EntityMentionSEP Neudorf EntityMentionSEP Stockholm EntityMentionSEP	Smaller centers in the district include the towns of Langenburg   Esterhazy   Saltcoats and Churchbridge ; and the villages of Calder   Grayson   Spy Hill   Neudorf and Stockholm	NA NA NA NA Q1989 NA NA NA	urg, Saskatchewan WikiLabelSEP zy, Saskatchewan WikiLabelSEP ts, Saskatchewan WikiLabelSEP ridge, Saskatchewan WikiLabelSEP  Saskatchewan WikiLabelSEP , Saskatchewan WikiLabelSEP l, Saskatchewan WikiLabelSEP lm, Saskatchewan WikiLabelSEP
